code_type,code,lat,lon
IATA,BLI,48.79280090332031,-122.53800201416016
IATA,BLJ,35.752101898199996,6.308589935300001
IATA,BLK,53.77170181274414,-3.0286099910736084
IATA,BLL,55.7402992249,9.15178012848
IATA,BLN,-36.55189895629883,146.0070037841797
IATA,BLQ,44.5354,11.2887
IATA,BLR,13.1979,77.706299
IATA,BLT,-23.603099822998047,148.8070068359375
IATA,BLV,38.5452,-89.835197
IATA,BLZ,-15.679100036621094,34.9739990234375
IATA,BMA,59.354400634765625,17.941699981689453
IATA,BMB,2.18278,22.481701
IATA,BMC,41.552399,-112.061996
IATA,BMD,-19.6867008209,44.541900634799994
IATA,BME,-17.944700241088867,122.23200225830078
IATA,BMG,39.145999908447266,-86.61669921875
IATA,BMI,40.47710037,-88.91590118
IATA,BMK,53.59639,6.709167
IATA,BMM,2.0756399631500244,11.493200302124023
IATA,BMO,24.268999099731445,97.24620056152344
IATA,BMP,-20.803300857543945,149.27000427246094
IATA,BMR,53.72472381591797,7.373332977294922
IATA,BMT,30.0706996918,-94.21579742430002
IATA,BMU,-8.5396499633789,118.68699645996
IATA,BMV,12.668299675,108.120002747
IATA,BMW,21.375,0.923888981342
IATA,BMX,59.3611984253,-155.259002686
IATA,BMY,-19.720600128173828,163.66099548339844
IATA,BNA,36.1245002746582,-86.6781997680664
IATA,BNB,-0.21699999272823334,20.850000381469727
IATA,BNC,0.575,29.4739
IATA,BND,27.218299865722656,56.37779998779297
IATA,BNE,-27.384199142456055,153.11700439453125
IATA,BNG,33.9230995178,-116.850997925
IATA,BNI,6.316979885101318,5.5995001792907715
IATA,BNJ,50.7688903809,7.16333293915
IATA,BNK,-28.8339004517,153.56199646
IATA,BNM,-9.107777777779999,147.666722222
IATA,BNN,65.461097717285,12.217499732971
IATA,BNO,43.5918998718,-118.955001831
IATA,BNP,32.9729,70.527901
IATA,BNS,8.615,-70.21416667
IATA,BNU,-26.83060073852539,-49.090301513671875
IATA,BNX,44.94139862060547,17.297500610351562
IATA,BOA,-5.854000091552734,13.064000129699707
IATA,BOB,-16.444400787353516,-151.75100708007812
IATA,BOC,9.340849876403809,-82.25080108642578
IATA,BOD,44.828300476100004,-0.715556025505
IATA,BOG,4.70159,-74.1469
IATA,BOH,50.779998779296875,-1.8424999713897705
IATA,BOI,43.5644,-116.223
IATA,BOJ,42.56959915161133,27.515199661254883
IATA,BOM,19.0886993408,72.8678970337
IATA,BON,12.130999565124512,-68.26850128173828
IATA,BOO,67.26920318603516,14.365300178527832
IATA,BOR,47.655601501465,7.0108299255371
IATA,BOS,42.36429977,-71.00520325
IATA,BOU,47.058101654052734,2.3702800273895264
IATA,BOW,27.943399429299998,-81.78340148930002
IATA,BOX,-16.075300216674805,136.302001953125
IATA,BOY,11.160099983215332,-4.33096981048584
IATA,BPC,6.039239883422852,10.122599601745605
IATA,BPE,39.666389,119.058889
IATA,BPF,-8.56202777778,158.119305556
IATA,BPG,-15.861300468400001,-52.3889007568
IATA,BPH,8.19594955444336,126.3219985961914
IATA,BPI,42.58509827,-110.1110001
IATA,BPL,44.895,82.3
IATA,BPM,17.4531002045,78.4675979614
IATA,BPN,-1.26827001572,116.893997192
IATA,BPS,-16.438601,-39.080898
IATA,BPT,29.9507999420166,-94.02069854736328
IATA,BPX,30.553600311279297,97.1082992553711
